MN908947.3	1	0
MN908947.3	2	0
MN908947.3	3	1
MN908947.3	4	1
MN908947.3	5	3
MN908947.3	6	3
MN908947.3	7	3
MN908947.3	8	3
MN908947.3	9	4
MN908947.3	10	4
MN908947.3	11	4
MN908947.3	12	5
MN908947.3	13	5
MN908947.3	14	5
MN908947.3	15	5
MN908947.3	16	6
MN908947.3	17	6
MN908947.3	18	6
MN908947.3	19	6
MN908947.3	20	6
MN908947.3	21	7
MN908947.3	22	7
MN908947.3	23	7
MN908947.3	24	7
MN908947.3	25	8
MN908947.3	26	8
MN908947.3	27	8
MN908947.3	28	8
MN908947.3	29	8
MN908947.3	30	8
MN908947.3	31	8
MN908947.3	32	23
MN908947.3	33	32
MN908947.3	34	41
MN908947.3	35	64
MN908947.3	36	74
MN908947.3	37	75
MN908947.3	38	76
MN908947.3	39	132
MN908947.3	40	217
MN908947.3	41	218
MN908947.3	42	220
MN908947.3	43	221
MN908947.3	44	221
MN908947.3	45	229
MN908947.3	46	236
MN908947.3	47	238
MN908947.3	48	239
MN908947.3	49	239
MN908947.3	50	244
MN908947.3	51	244
MN908947.3	52	244
MN908947.3	53	247
MN908947.3	54	247
MN908947.3	55	247
MN908947.3	56	248
MN908947.3	57	248
MN908947.3	58	250
MN908947.3	59	250
MN908947.3	60	250
MN908947.3	61	250
MN908947.3	62	250
MN908947.3	63	252
MN908947.3	64	252
MN908947.3	65	251
MN908947.3	66	252
MN908947.3	67	252
MN908947.3	68	252
MN908947.3	69	252
MN908947.3	70	252
MN908947.3	71	251
MN908947.3	72	246
MN908947.3	73	239
MN908947.3	74	237
MN908947.3	75	239
MN908947.3	76	39
MN908947.3	77	31
MN908947.3	78	25
MN908947.3	79	25
MN908947.3	80	25
MN908947.3	81	25
MN908947.3	82	25
MN908947.3	83	25
MN908947.3	84	25
MN908947.3	85	25
MN908947.3	86	25
MN908947.3	87	25
MN908947.3	88	25
MN908947.3	89	26
MN908947.3	90	28
MN908947.3	91	28
MN908947.3	92	28
MN908947.3	93	28
MN908947.3	94	30
MN908947.3	95	34
MN908947.3	96	34
MN908947.3	97	34
MN908947.3	98	34
MN908947.3	99	34
MN908947.3	100	34
MN908947.3	101	34
MN908947.3	102	35
MN908947.3	103	35
MN908947.3	104	35
MN908947.3	105	36
MN908947.3	106	36
MN908947.3	107	36
MN908947.3	108	40
MN908947.3	109	40
MN908947.3	110	40
MN908947.3	111	40
MN908947.3	112	40
MN908947.3	113	40
MN908947.3	114	52
MN908947.3	115	52
MN908947.3	116	54
MN908947.3	117	55
MN908947.3	118	55
MN908947.3	119	56
MN908947.3	120	56
MN908947.3	121	57
MN908947.3	122	57
MN908947.3	123	57
MN908947.3	124	57
MN908947.3	125	57
MN908947.3	126	57
MN908947.3	127	63
MN908947.3	128	63
MN908947.3	129	63
MN908947.3	130	63
MN908947.3	131	63
MN908947.3	132	62
MN908947.3	133	62
MN908947.3	134	62
MN908947.3	135	63
MN908947.3	136	63
MN908947.3	137	63
MN908947.3	138	63
MN908947.3	139	63
MN908947.3	140	62
MN908947.3	141	62
MN908947.3	142	62
MN908947.3	143	62
MN908947.3	144	62
MN908947.3	145	63
MN908947.3	146	63
MN908947.3	147	63
MN908947.3	148	63
MN908947.3	149	64
MN908947.3	150	64
MN908947.3	151	62
MN908947.3	152	62
MN908947.3	153	62
MN908947.3	154	62
MN908947.3	155	62
MN908947.3	156	62
MN908947.3	157	62
MN908947.3	158	62
MN908947.3	159	63
MN908947.3	160	64
MN908947.3	161	64
MN908947.3	162	64
MN908947.3	163	64
MN908947.3	164	66
MN908947.3	165	67
MN908947.3	166	67
MN908947.3	167	67
MN908947.3	168	67
MN908947.3	169	66
MN908947.3	170	66
MN908947.3	171	66
MN908947.3	172	66
MN908947.3	173	69
MN908947.3	174	69
MN908947.3	175	69
MN908947.3	176	69
MN908947.3	177	69
MN908947.3	178	69
MN908947.3	179	69
MN908947.3	180	69
MN908947.3	181	70
MN908947.3	182	68
MN908947.3	183	68
MN908947.3	184	68
MN908947.3	185	69
MN908947.3	186	69
MN908947.3	187	67
MN908947.3	188	68
MN908947.3	189	68
MN908947.3	190	65
MN908947.3	191	65
MN908947.3	192	68
MN908947.3	193	68
MN908947.3	194	68
MN908947.3	195	68
MN908947.3	196	68
MN908947.3	197	68
MN908947.3	198	68
MN908947.3	199	71
MN908947.3	200	71
MN908947.3	201	68
MN908947.3	202	69
MN908947.3	203	67
MN908947.3	204	66
MN908947.3	205	66
MN908947.3	206	65
MN908947.3	207	65
MN908947.3	208	63
MN908947.3	209	63
MN908947.3	210	63
MN908947.3	211	63
MN908947.3	212	66
MN908947.3	213	66
MN908947.3	214	66
MN908947.3	215	62
MN908947.3	216	79
MN908947.3	217	80
MN908947.3	218	80
MN908947.3	219	80
MN908947.3	220	80
MN908947.3	221	78
MN908947.3	222	78
MN908947.3	223	78
MN908947.3	224	79
MN908947.3	225	79
MN908947.3	226	79
MN908947.3	227	79
MN908947.3	228	79
MN908947.3	229	77
MN908947.3	230	78
MN908947.3	231	78
MN908947.3	232	78
MN908947.3	233	76
MN908947.3	234	83
MN908947.3	235	83
MN908947.3	236	83
MN908947.3	237	85
MN908947.3	238	85
MN908947.3	239	86
MN908947.3	240	88
MN908947.3	241	88
MN908947.3	242	88
MN908947.3	243	89
MN908947.3	244	90
MN908947.3	245	86
MN908947.3	246	87
MN908947.3	247	87
MN908947.3	248	87
MN908947.3	249	89
MN908947.3	250	89
MN908947.3	251	94
MN908947.3	252	94
MN908947.3	253	96
MN908947.3	254	96
MN908947.3	255	96
MN908947.3	256	96
MN908947.3	257	99
MN908947.3	258	99
MN908947.3	259	97
MN908947.3	260	97
MN908947.3	261	97
MN908947.3	262	97
MN908947.3	263	97
MN908947.3	264	97
MN908947.3	265	88
MN908947.3	266	88
MN908947.3	267	88
MN908947.3	268	87
MN908947.3	269	87
MN908947.3	270	86
MN908947.3	271	86
MN908947.3	272	86
MN908947.3	273	86
MN908947.3	274	86
MN908947.3	275	86
